Timestamp,Temperature,Humidity
2022-09-01 00:05:15,44.18,93.98
2022-09-01 00:08:07,34.29,98.31
2022-09-01 00:11:18,34.96,75.24
2022-09-01 00:14:26,46.74,82.92
2022-09-01 00:17:02,45.14,95.88
2022-09-01 00:18:54,45.45,73.59
2022-09-01 00:26:47,33.49,96.87
2022-09-01 00:30:43,40.75,98.91
2022-09-01 00:31:34,31.21,78.43
2022-09-01 00:31:51,34.88,76.81
2022-09-01 00:34:16,36.09,77.25
2022-09-01 00:38:18,49.9,98.38
2022-09-01 00:38:53,35.41,99.76
2022-09-01 00:46:10,33.7,97.16
2022-09-01 00:51:42,36.82,91.93
2022-09-01 00:54:47,42.85,94.88
2022-09-01 01:00:13,45.3,90.78
2022-09-01 01:06:14,34.23,80.18
2022-09-01 01:07:08,36.04,86.04
2022-09-01 01:13:06,47.03,87.3
2022-09-01 01:15:45,40.72,80.25
2022-09-01 01:23:44,41.92,93.3
2022-09-01 01:24:16,33.41,91.41
2022-09-01 01:24:38,41.12,98.18
2022-09-01 01:25:02,40.17,73.23
2022-09-01 01:25:48,32.88,73.17
2022-09-01 01:26:26,47.41,70.89
2022-09-01 01:26:31,33.04,75.72
2022-09-01 01:28:32,42.4,88.05
2022-09-01 01:30:35,34.99,77.05
2022-09-01 01:37:52,46.66,99.31
2022-09-01 01:41:19,49.99,90.83
2022-09-01 01:42:44,32.8,71.29
2022-09-01 01:44:28,30.19,87.71
2022-09-01 01:44:47,34.01,71.45
2022-09-01 01:45:24,40.28,92.85
2022-09-01 01:47:11,44.03,74.05
2022-09-01 01:48:56,34.38,92.29
2022-09-01 01:50:53,47.57,85.13
2022-09-01 01:51:25,44.46,99.57
2022-09-01 01:52:53,41.88,75.46
2022-09-01 01:58:07,44.51,84.98
2022-09-01 02:04:04,36.29,99.55
2022-09-01 02:04:27,48.39,95.27
2022-09-01 02:06:25,49.59,73.77
2022-09-01 02:07:13,48.48,75.94
2022-09-01 02:08:22,47.47,76.46
2022-09-01 02:10:53,43.57,87.07
2022-09-01 02:15:21,41.68,71.29
2022-09-01 02:15:23,38.42,77.33
2022-09-01 02:15:42,44.51,92.76
2022-09-01 02:21:25,30.35,84.54
2022-09-01 02:24:52,47.99,85.15
2022-09-01 02:33:03,43.24,89.37
2022-09-01 02:33:57,41.32,87.41
2022-09-01 02:43:20,34.78,83.92
2022-09-01 02:46:52,30.35,73.29
2022-09-01 02:59:21,39.96,96.59
2022-09-01 03:00:22,42.63,87.6
2022-09-01 03:01:09,37.89,99.77
2022-09-01 03:05:08,39.9,86.77
2022-09-01 03:05:19,40.15,84.05
2022-09-01 03:11:14,38.74,99.48
2022-09-01 03:12:42,34.61,96.24
2022-09-01 03:18:15,31.01,81.67
2022-09-01 03:25:17,44.4,81.58
2022-09-01 03:25:32,31.13,81.59
2022-09-01 03:25:34,40.67,72.9
2022-09-01 03:25:49,36.48,87.17
2022-09-01 03:26:55,37.81,72.0
2022-09-01 03:32:19,39.57,98.93
2022-09-01 03:32:52,30.84,76.01
2022-09-01 03:35:51,48.59,83.92
2022-09-01 03:38:37,48.16,94.4
2022-09-01 03:43:49,38.65,82.22
2022-09-01 03:45:32,35.71,81.07
2022-09-01 03:49:33,45.81,82.23
2022-09-01 03:49:50,39.9,89.55
2022-09-01 03:50:15,41.54,85.39
2022-09-01 03:56:29,35.61,80.69
2022-09-01 03:57:16,37.84,78.07
2022-09-01 04:01:50,46.51,84.49
2022-09-01 04:03:10,34.29,83.83
2022-09-01 04:07:00,46.36,85.66
2022-09-01 04:08:52,38.81,71.59
2022-09-01 04:10:04,36.99,83.6
2022-09-01 04:10:27,38.72,78.67
2022-09-01 04:13:19,31.76,78.21
2022-09-01 04:21:40,39.63,84.32
2022-09-01 04:21:41,43.36,74.87
2022-09-01 04:27:46,33.52,93.22
2022-09-01 04:28:17,42.88,96.24
2022-09-01 04:29:56,39.58,72.36
2022-09-01 04:31:15,30.34,89.16
2022-09-01 04:31:48,48.85,94.71
2022-09-01 04:39:57,35.17,84.3
2022-09-01 04:44:35,42.07,81.66
2022-09-01 04:53:19,35.42,95.96
2022-09-01 04:56:21,47.14,89.18
2022-09-01 04:59:20,30.84,88.23
2022-09-01 05:04:54,47.55,95.31
2022-09-01 05:18:38,44.2,70.08
2022-09-01 05:21:40,49.26,83.5
2022-09-01 05:29:06,33.49,75.37
2022-09-01 05:33:03,32.47,83.24
2022-09-01 05:37:16,42.31,97.09
2022-09-01 05:47:54,38.36,82.64
2022-09-01 05:54:17,36.55,99.72
2022-09-01 05:58:09,32.32,81.91
2022-09-01 06:11:24,34.9,75.43
2022-09-01 06:12:28,33.79,84.42
2022-09-01 06:14:25,44.36,86.9
2022-09-01 06:23:41,31.64,85.57
2022-09-01 06:26:24,35.67,78.33
2022-09-01 06:27:29,49.51,79.02
2022-09-01 06:32:50,42.66,78.47
2022-09-01 06:48:36,41.85,80.87
2022-09-01 06:59:41,38.92,95.54
2022-09-01 07:04:58,45.23,72.07
2022-09-01 07:09:20,40.54,79.54
2022-09-01 07:12:52,36.85,89.01
2022-09-01 07:15:12,46.58,90.59
2022-09-01 07:18:29,43.35,85.65
2022-09-01 07:19:01,48.49,75.11
2022-09-01 07:26:37,45.29,81.72
2022-09-01 07:36:10,46.28,81.49
2022-09-01 07:41:57,48.94,93.36
2022-09-01 07:42:37,30.58,77.66
2022-09-01 07:43:42,35.65,73.67
2022-09-01 07:47:19,43.9,72.04
2022-09-01 07:50:43,33.3,88.53
2022-09-01 07:54:54,49.23,76.73
2022-09-01 08:01:02,45.94,89.69
2022-09-01 08:01:26,44.92,79.53
2022-09-01 08:02:43,37.96,73.49
2022-09-01 08:11:30,37.51,75.4
2022-09-01 08:16:03,38.86,83.87
2022-09-01 08:19:36,36.57,79.13
2022-09-01 08:24:38,40.16,91.33
2022-09-01 08:29:45,49.89,98.19
2022-09-01 08:29:58,44.96,97.59
2022-09-01 08:32:32,39.85,81.81
2022-09-01 08:37:07,33.13,79.28
2022-09-01 08:40:04,44.09,82.28
2022-09-01 08:42:47,30.23,75.35
2022-09-01 08:43:38,32.57,98.51
2022-09-01 08:44:00,39.27,99.18
2022-09-01 08:46:53,34.79,79.51
2022-09-01 08:57:31,48.9,75.1
2022-09-01 09:10:35,43.85,81.74
2022-09-01 09:29:05,43.26,84.58
2022-09-01 09:34:29,32.83,94.23
2022-09-01 09:46:13,32.64,82.35
2022-09-01 09:48:43,33.01,78.12
2022-09-01 09:49:08,38.25,96.87
2022-09-01 09:53:05,48.24,92.4
2022-09-01 09:54:49,45.13,81.55
2022-09-01 10:00:59,43.78,90.13
2022-09-01 10:12:23,47.32,82.26
2022-09-01 10:14:49,45.2,92.34
2022-09-01 10:18:20,30.85,94.61
2022-09-01 10:22:17,35.39,73.22
2022-09-01 10:23:29,44.08,94.99
2022-09-01 10:23:52,43.76,98.45
2022-09-01 10:23:57,31.25,77.74
2022-09-01 10:24:30,47.87,71.62
2022-09-01 10:34:37,39.05,79.16
2022-09-01 10:34:52,48.13,78.34
2022-09-01 10:48:54,45.63,70.13
2022-09-01 10:53:00,31.0,90.8
2022-09-01 10:53:02,31.16,93.25
2022-09-01 10:57:46,48.95,76.4
2022-09-01 11:03:56,39.32,94.16
2022-09-01 11:06:22,43.27,95.85
2022-09-01 11:14:22,45.96,87.74
2022-09-01 11:16:17,40.76,75.54
2022-09-01 11:27:02,46.29,98.67
2022-09-01 11:36:52,44.1,78.65
2022-09-01 11:38:39,41.86,79.84
2022-09-01 11:44:47,44.2,91.81
2022-09-01 11:45:24,42.21,99.5
2022-09-01 11:54:27,49.46,74.45
2022-09-01 12:07:01,47.96,98.71
2022-09-01 12:07:05,48.42,79.87
2022-09-01 12:11:25,35.38,93.7
2022-09-01 12:13:06,33.81,72.63
2022-09-01 12:20:17,38.17,74.08
2022-09-01 12:25:27,45.2,91.97
2022-09-01 12:26:56,37.27,71.16
2022-09-01 12:29:08,35.19,86.66
2022-09-01 12:30:18,46.22,70.9
2022-09-01 12:36:36,37.01,80.35
2022-09-01 12:45:32,42.75,77.76
2022-09-01 12:47:48,41.29,76.85
2022-09-01 12:51:33,49.98,86.35
2022-09-01 12:52:05,42.26,85.19
2022-09-01 13:01:54,38.05,84.37
2022-09-01 13:06:21,46.24,94.01
2022-09-01 13:09:02,41.93,99.74
2022-09-01 13:16:21,45.04,86.54
2022-09-01 13:21:41,38.44,98.44
2022-09-01 13:25:17,35.47,83.11
2022-09-01 13:29:32,33.32,96.66
2022-09-01 13:31:18,37.99,79.14
2022-09-01 13:37:39,35.51,91.88
2022-09-01 13:47:24,44.27,70.64
2022-09-01 13:51:36,37.17,99.96
2022-09-01 13:52:57,45.64,98.16
2022-09-01 13:53:00,44.67,93.91
2022-09-01 13:57:35,43.96,73.5
2022-09-01 14:12:23,35.82,92.77
2022-09-01 14:12:40,34.55,71.04
2022-09-01 14:16:33,39.05,89.76
2022-09-01 14:16:35,38.72,96.77
2022-09-01 14:22:31,32.24,71.19
2022-09-01 14:23:33,38.48,98.82
2022-09-01 14:30:01,33.68,75.41
2022-09-01 14:30:12,35.98,88.97
2022-09-01 14:30:42,45.14,89.34
2022-09-01 14:35:24,32.6,88.58
2022-09-01 14:37:06,44.15,71.97
2022-09-01 14:42:35,30.09,99.11
2022-09-01 14:42:56,40.88,93.67
2022-09-01 14:43:07,40.53,79.56
2022-09-01 14:44:16,33.61,80.98
2022-09-01 14:52:28,41.98,75.67
2022-09-01 14:53:55,47.7,84.15
2022-09-01 14:55:18,30.54,91.26
2022-09-01 15:01:35,42.88,75.26
2022-09-01 15:08:13,48.32,76.88
2022-09-01 15:16:44,43.03,73.15
2022-09-01 15:16:46,32.72,72.92
2022-09-01 15:22:07,47.48,86.57
2022-09-01 15:22:19,45.44,90.74
2022-09-01 15:22:58,32.2,80.74
2022-09-01 15:23:58,41.12,91.73
2022-09-01 15:26:34,47.32,93.53
2022-09-01 15:27:39,38.74,87.01
2022-09-01 15:31:19,49.25,98.72
2022-09-01 15:35:27,36.04,91.74
2022-09-01 15:36:48,37.89,89.6
2022-09-01 15:46:53,33.32,87.21
2022-09-01 15:59:04,32.24,83.07
2022-09-01 16:00:33,49.18,80.67
2022-09-01 16:03:31,38.46,76.01
2022-09-01 16:13:49,45.94,97.67
2022-09-01 16:15:39,33.25,95.84
2022-09-01 16:28:06,37.98,96.56
2022-09-01 16:33:01,36.95,88.62
2022-09-01 16:33:15,39.79,71.57
2022-09-01 16:35:56,49.72,72.79
2022-09-01 16:43:26,37.52,84.74
2022-09-01 16:44:41,47.44,95.76
2022-09-01 16:45:01,36.66,81.8
2022-09-01 16:47:38,30.3,99.73
2022-09-01 16:49:23,35.96,90.55
2022-09-01 16:50:49,49.88,92.7
2022-09-01 16:51:46,35.77,88.41
2022-09-01 16:51:59,37.33,89.13
2022-09-01 16:57:51,42.98,88.75
2022-09-01 17:13:42,34.77,78.37
2022-09-01 17:16:14,37.65,87.46
2022-09-01 17:22:01,34.04,75.42
2022-09-01 17:24:19,43.51,78.25
2022-09-01 17:25:49,46.64,75.71
2022-09-01 17:26:06,37.21,92.11
2022-09-01 17:32:17,33.85,82.78
2022-09-01 17:35:36,35.77,97.53
2022-09-01 17:38:32,46.16,95.95
2022-09-01 17:43:27,49.85,96.96
2022-09-01 17:43:35,32.73,74.54
2022-09-01 17:48:31,44.74,81.84
2022-09-01 17:50:45,33.89,82.68
2022-09-01 18:17:03,48.68,92.04
2022-09-01 18:18:12,46.02,94.27
2022-09-01 18:19:03,44.43,79.63
2022-09-01 18:20:52,38.07,74.66
2022-09-01 18:26:41,44.21,91.88
2022-09-01 18:28:51,32.67,88.81
2022-09-01 18:31:23,42.17,75.58
2022-09-01 18:32:27,30.54,90.97
2022-09-01 18:39:16,38.17,73.46
2022-09-01 18:50:33,45.94,85.21
2022-09-01 18:53:04,35.53,75.81
2022-09-01 19:02:41,32.06,93.68
2022-09-01 19:06:59,34.33,87.73
2022-09-01 19:13:50,42.34,89.23
2022-09-01 19:20:55,46.97,79.0
2022-09-01 19:21:28,33.84,77.04
2022-09-01 19:22:04,36.88,82.36
2022-09-01 19:27:45,37.32,82.02
2022-09-01 19:31:18,34.04,70.91
2022-09-01 19:42:03,31.37,71.94
2022-09-01 19:44:20,40.8,85.6
2022-09-01 19:45:37,43.02,92.96
2022-09-01 19:46:56,45.07,99.32
2022-09-01 19:51:08,38.26,85.61
2022-09-01 19:52:10,41.07,96.07
2022-09-01 19:52:29,39.54,93.91
2022-09-01 19:56:12,48.78,90.7
2022-09-01 19:57:59,30.81,91.15
2022-09-01 20:00:07,30.24,98.16
2022-09-01 20:15:22,39.85,86.61
2022-09-01 20:16:55,41.4,88.3
2022-09-01 20:19:15,39.24,90.76
2022-09-01 20:20:11,34.39,74.23
2022-09-01 20:21:06,48.95,89.59
2022-09-01 20:21:08,31.42,72.35
2022-09-01 20:24:57,46.39,83.19
2022-09-01 20:27:48,38.03,89.82
2022-09-01 20:28:50,37.68,71.1
2022-09-01 20:30:52,39.94,72.99
2022-09-01 20:33:26,34.55,82.97
2022-09-01 20:37:36,31.53,85.09
2022-09-01 20:38:10,31.85,94.35
2022-09-01 20:50:15,33.67,89.04
2022-09-01 20:51:11,34.46,83.4
2022-09-01 20:57:03,47.04,74.49
2022-09-01 20:59:47,36.74,89.29
2022-09-01 21:00:36,33.67,95.41
2022-09-01 21:03:00,33.77,70.75
2022-09-01 21:04:46,46.11,74.89
2022-09-01 21:04:58,41.24,86.84
2022-09-01 21:15:16,49.82,85.86
